0.00.002.779 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.004.694 I srv    load_model: loading model '/fast_drive/cache/hub/models--unsloth--Qwen3.6-35B-A3B-GGUF/snapshots/a483e9e6cbd595906af30beda3187c2663a1118c/Qwen3.6-35B-A3B-UD-Q4_K_XL.gguf'
0.13.651.543 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 32768, kv_unified = 'true'
0.13.668.437 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.13.668.476 I srv  llama_server: model loaded
0.13.668.488 I srv  llama_server: listening on http://127.0.0.1:8131
17.05.156.332 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
50.07.503.159 I slot print_timing: id  3 | task 4948 | n_decoded =    303, tg =  11.14 t/s, tg_3s =  11.13 t/s
50.10.538.277 I slot print_timing: id  3 | task 4948 | n_decoded =    337, tg =  11.15 t/s, tg_3s =  11.20 t/s
50.13.577.729 I slot print_timing: id  3 | task 4948 | n_decoded =    371, tg =  11.15 t/s, tg_3s =  11.19 t/s
50.15.179.470 I slot print_timing: id  3 | task 4948 | prompt eval time =   25400.55 ms /  1753 tokens (   14.49 ms per token,    69.01 tokens per second)
50.15.179.483 I slot print_timing: id  3 | task 4948 |        eval time =   34876.62 ms /   389 tokens (   89.66 ms per token,    11.15 tokens per second)
50.15.179.484 I slot print_timing: id  3 | task 4948 |       total time =   60277.17 ms /  2142 tokens
50.15.179.485 I slot print_timing: id  3 | task 4948 |    graphs reused =       5112
50.15.180.393 I slot      release: id  3 | task 4948 | stop processing: n_tokens = 20155, truncated = 0
56.36.012.877 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.765 (> 0.100 thold), f_keep = 0.747
56.36.015.270 I slot launch_slot_: id  3 | task 5341 | processing task, is_child = 0
56.45.198.546 I slot print_timing: id  3 | task 5341 | prompt processing, n_tokens =    702, progress = 0.80, t =   9.18 s / 76.44 tokens per second
57.00.710.839 I slot print_timing: id  3 | task 5341 | prompt processing, n_tokens =   1856, progress = 0.86, t =  24.70 s / 75.16 tokens per second
57.03.112.766 I slot print_timing: id  3 | task 5341 | prompt processing, n_tokens =   2041, progress = 0.87, t =  27.10 s / 75.32 tokens per second
57.06.453.895 I slot print_timing: id  3 | task 5341 | prompt processing, n_tokens =   2299, progress = 0.88, t =  30.44 s / 75.53 tokens per second
57.08.490.719 I slot print_timing: id  3 | task 5341 | prompt processing, n_tokens =   2450, progress = 0.89, t =  32.48 s / 75.44 tokens per second
57.32.064.232 I slot print_timing: id  3 | task 5341 | prompt processing, n_tokens =   4119, progress = 0.97, t =  56.05 s / 73.49 tokens per second
57.38.565.281 I slot print_timing: id  3 | task 5341 | prompt processing, n_tokens =   4570, progress = 1.00, t =  62.55 s / 73.06 tokens per second
57.39.547.909 I slot print_timing: id  3 | task 5341 | prompt processing, n_tokens =   4631, progress = 1.00, t =  63.53 s / 72.89 tokens per second
57.48.277.466 I slot print_timing: id  3 | task 5341 | n_decoded =    100, tg =  11.62 t/s, tg_3s =  11.62 t/s
57.51.330.032 I slot print_timing: id  3 | task 5341 | n_decoded =    135, tg =  11.58 t/s, tg_3s =  11.47 t/s
57.54.396.896 I slot print_timing: id  3 | task 5341 | n_decoded =    170, tg =  11.55 t/s, tg_3s =  11.41 t/s
57.57.465.773 I slot print_timing: id  3 | task 5341 | n_decoded =    205, tg =  11.52 t/s, tg_3s =  11.40 t/s
57.59.384.404 I slot print_timing: id  3 | task 5341 | prompt eval time =   63656.68 ms /  4635 tokens (   13.73 ms per token,    72.81 tokens per second)
57.59.384.413 I slot print_timing: id  3 | task 5341 |        eval time =   19712.27 ms /   227 tokens (   86.84 ms per token,    11.52 tokens per second)
57.59.384.413 I slot print_timing: id  3 | task 5341 |       total time =   83368.95 ms /  4862 tokens
57.59.384.422 I slot print_timing: id  3 | task 5341 |    graphs reused =       5336
57.59.385.274 I slot      release: id  3 | task 5341 | stop processing: n_tokens = 19892, truncated = 0
58.02.207.746 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.997 (> 0.100 thold), f_keep = 1.000
58.02.210.018 I slot launch_slot_: id  3 | task 5578 | processing task, is_child = 0
58.12.290.533 I slot print_timing: id  3 | task 5578 | n_decoded =    100, tg =  11.15 t/s, tg_3s =  11.15 t/s
58.15.377.295 I slot print_timing: id  3 | task 5578 | n_decoded =    135, tg =  11.20 t/s, tg_3s =  11.34 t/s
58.18.458.057 I slot print_timing: id  3 | task 5578 | n_decoded =    169, tg =  11.17 t/s, tg_3s =  11.04 t/s
58.21.473.216 I slot print_timing: id  3 | task 5578 | n_decoded =    202, tg =  11.13 t/s, tg_3s =  10.94 t/s
58.24.549.959 I slot print_timing: id  3 | task 5578 | n_decoded =    235, tg =  11.07 t/s, tg_3s =  10.73 t/s
58.26.957.997 I slot print_timing: id  3 | task 5578 | prompt eval time =    1111.45 ms /    62 tokens (   17.93 ms per token,    55.78 tokens per second)
58.26.958.009 I slot print_timing: id  3 | task 5578 |        eval time =   23636.35 ms /   261 tokens (   90.56 ms per token,    11.04 tokens per second)
58.26.958.010 I slot print_timing: id  3 | task 5578 |       total time =   24747.80 ms /   323 tokens
58.26.958.011 I slot print_timing: id  3 | task 5578 |    graphs reused =       5594
58.26.958.955 I slot      release: id  3 | task 5578 | stop processing: n_tokens = 20214, truncated = 0
58.27.527.676 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
58.27.529.984 I slot launch_slot_: id  3 | task 5842 | processing task, is_child = 0
58.37.400.053 I slot print_timing: id  3 | task 5842 | n_decoded =    100, tg =  11.01 t/s, tg_3s =  11.01 t/s
58.40.446.035 I slot print_timing: id  3 | task 5842 | n_decoded =    133, tg =  10.97 t/s, tg_3s =  10.83 t/s
58.42.919.120 I slot print_timing: id  3 | task 5842 | prompt eval time =     789.56 ms /    35 tokens (   22.56 ms per token,    44.33 tokens per second)
58.42.919.129 I slot print_timing: id  3 | task 5842 |        eval time =   14599.39 ms /   160 tokens (   91.25 ms per token,    10.96 tokens per second)
58.42.919.129 I slot print_timing: id  3 | task 5842 |       total time =   15388.95 ms /   195 tokens
58.42.919.131 I slot print_timing: id  3 | task 5842 |    graphs reused =       5752
58.42.920.031 I slot      release: id  3 | task 5842 | stop processing: n_tokens = 20408, truncated = 0
58.43.552.490 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.997 (> 0.100 thold), f_keep = 1.000
58.43.554.523 I slot launch_slot_: id  3 | task 6005 | processing task, is_child = 0
58.53.712.612 I slot print_timing: id  3 | task 6005 | n_decoded =    100, tg =  10.94 t/s, tg_3s =  10.94 t/s
58.56.772.895 I slot print_timing: id  3 | task 6005 | n_decoded =    133, tg =  10.90 t/s, tg_3s =  10.78 t/s
58.59.812.062 I slot print_timing: id  3 | task 6005 | n_decoded =    166, tg =  10.89 t/s, tg_3s =  10.86 t/s
59.02.862.237 I slot print_timing: id  3 | task 6005 | n_decoded =    199, tg =  10.88 t/s, tg_3s =  10.82 t/s
59.05.348.811 I slot print_timing: id  3 | task 6005 | prompt eval time =    1020.05 ms /    52 tokens (   19.62 ms per token,    50.98 tokens per second)
59.05.348.819 I slot print_timing: id  3 | task 6005 |        eval time =   20774.05 ms /   226 tokens (   91.92 ms per token,    10.88 tokens per second)
59.05.348.820 I slot print_timing: id  3 | task 6005 |       total time =   21794.10 ms /   278 tokens
59.05.348.821 I slot print_timing: id  3 | task 6005 |    graphs reused =       5975
59.05.349.740 I slot      release: id  3 | task 6005 | stop processing: n_tokens = 20685, truncated = 0
59.05.929.605 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
59.05.932.045 I slot launch_slot_: id  3 | task 6234 | processing task, is_child = 0
59.15.637.198 I slot print_timing: id  3 | task 6234 | n_decoded =    100, tg =  11.18 t/s, tg_3s =  11.18 t/s
59.18.724.704 I slot print_timing: id  3 | task 6234 | n_decoded =    134, tg =  11.14 t/s, tg_3s =  11.01 t/s
59.21.781.569 I slot print_timing: id  3 | task 6234 | n_decoded =    168, tg =  11.14 t/s, tg_3s =  11.12 t/s
59.24.825.082 I slot print_timing: id  3 | task 6234 | prompt eval time =     764.11 ms /    32 tokens (   23.88 ms per token,    41.88 tokens per second)
59.24.825.092 I slot print_timing: id  3 | task 6234 |        eval time =   18128.74 ms /   202 tokens (   89.75 ms per token,    11.14 tokens per second)
59.24.825.093 I slot print_timing: id  3 | task 6234 |       total time =   18892.85 ms /   234 tokens
59.24.825.094 I slot print_timing: id  3 | task 6234 |    graphs reused =       6174
59.24.826.010 I slot      release: id  3 | task 6234 | stop processing: n_tokens = 20918, truncated = 0
59.25.388.644 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.954 (> 0.100 thold), f_keep = 1.000
59.25.390.525 I slot launch_slot_: id  3 | task 6439 | processing task, is_child = 0
59.33.293.994 I slot print_timing: id  3 | task 6439 | prompt processing, n_tokens =    501, progress = 0.98, t =   7.90 s / 63.39 tokens per second
59.41.358.876 I slot print_timing: id  3 | task 6439 | prompt processing, n_tokens =   1013, progress = 1.00, t =  15.97 s / 63.44 tokens per second
59.50.345.564 I slot print_timing: id  3 | task 6439 | n_decoded =    100, tg =  11.29 t/s, tg_3s =  11.29 t/s
59.53.375.699 I slot print_timing: id  3 | task 6439 | n_decoded =    134, tg =  11.27 t/s, tg_3s =  11.22 t/s
59.56.421.310 I slot print_timing: id  3 | task 6439 | n_decoded =    168, tg =  11.25 t/s, tg_3s =  11.16 t/s
59.59.432.058 I slot print_timing: id  3 | task 6439 | n_decoded =    201, tg =  11.20 t/s, tg_3s =  10.96 t/s
60.02.456.139 I slot print_timing: id  3 | task 6439 | n_decoded =    234, tg =  11.16 t/s, tg_3s =  10.91 t/s
60.05.502.389 I slot print_timing: id  3 | task 6439 | n_decoded =    268, tg =  11.16 t/s, tg_3s =  11.16 t/s
60.06.569.606 I slot print_timing: id  3 | task 6439 | prompt eval time =   16100.07 ms /  1017 tokens (   15.83 ms per token,    63.17 tokens per second)
60.06.569.615 I slot print_timing: id  3 | task 6439 |        eval time =   25078.83 ms /   280 tokens (   89.57 ms per token,    11.16 tokens per second)
60.06.569.616 I slot print_timing: id  3 | task 6439 |       total time =   41178.90 ms /  1297 tokens
60.06.569.617 I slot print_timing: id  3 | task 6439 |    graphs reused =       6451
60.06.570.572 I slot      release: id  3 | task 6439 | stop processing: n_tokens = 22214, truncated = 0
60.07.203.477 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.963 (> 0.100 thold), f_keep = 1.000
60.07.205.906 I slot launch_slot_: id  3 | task 6723 | processing task, is_child = 0
60.12.680.336 I slot print_timing: id  3 | task 6723 | prompt processing, n_tokens =    337, progress = 0.98, t =   5.47 s / 61.56 tokens per second
60.21.098.779 I slot print_timing: id  3 | task 6723 | prompt processing, n_tokens =    849, progress = 1.00, t =  13.89 s / 61.11 tokens per second
60.24.970.244 I slot print_timing: id  3 | task 6723 | prompt eval time =   14024.51 ms /   853 tokens (   16.44 ms per token,    60.82 tokens per second)
60.24.970.254 I slot print_timing: id  3 | task 6723 |        eval time =    3739.63 ms /    42 tokens (   89.04 ms per token,    11.23 tokens per second)
60.24.970.255 I slot print_timing: id  3 | task 6723 |       total time =   17764.14 ms /   895 tokens
60.24.970.256 I slot print_timing: id  3 | task 6723 |    graphs reused =       6491
60.24.971.278 I slot      release: id  3 | task 6723 | stop processing: n_tokens = 23108, truncated = 0
60.25.108.696 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.947 (> 0.100 thold), f_keep = 0.998
60.25.110.629 I slot launch_slot_: id  3 | task 6769 | processing task, is_child = 0
60.39.662.995 I slot print_timing: id  3 | task 6769 | prompt processing, n_tokens =    894, progress = 0.95, t =  14.55 s / 61.43 tokens per second
60.51.703.808 I slot print_timing: id  3 | task 6769 | prompt processing, n_tokens =   1628, progress = 0.98, t =  26.59 s / 61.22 tokens per second
61.00.575.691 I slot print_timing: id  3 | task 6769 | prompt processing, n_tokens =   2140, progress = 1.00, t =  35.46 s / 60.34 tokens per second
61.10.006.657 I slot print_timing: id  3 | task 6769 | n_decoded =    100, tg =  10.77 t/s, tg_3s =  10.77 t/s
61.13.084.728 I slot print_timing: id  3 | task 6769 | n_decoded =    133, tg =  10.76 t/s, tg_3s =  10.72 t/s
61.16.099.774 I slot print_timing: id  3 | task 6769 | n_decoded =    165, tg =  10.73 t/s, tg_3s =  10.61 t/s
61.19.186.682 I slot print_timing: id  3 | task 6769 | n_decoded =    198, tg =  10.72 t/s, tg_3s =  10.69 t/s
61.22.267.792 I slot print_timing: id  3 | task 6769 | n_decoded =    231, tg =  10.72 t/s, tg_3s =  10.71 t/s
61.25.281.472 I slot print_timing: id  3 | task 6769 | n_decoded =    263, tg =  10.71 t/s, tg_3s =  10.62 t/s
61.28.365.239 I slot print_timing: id  3 | task 6769 | n_decoded =    296, tg =  10.71 t/s, tg_3s =  10.70 t/s
61.31.420.037 I slot print_timing: id  3 | task 6769 | n_decoded =    329, tg =  10.72 t/s, tg_3s =  10.80 t/s
61.34.458.429 I slot print_timing: id  3 | task 6769 | n_decoded =    362, tg =  10.73 t/s, tg_3s =  10.86 t/s
61.37.119.088 I slot print_timing: id  3 | task 6769 | prompt eval time =   35607.83 ms /  2144 tokens (   16.61 ms per token,    60.21 tokens per second)
61.37.119.099 I slot print_timing: id  3 | task 6769 |        eval time =   36400.42 ms /   391 tokens (   93.10 ms per token,    10.74 tokens per second)
61.37.119.100 I slot print_timing: id  3 | task 6769 |       total time =   72008.26 ms /  2535 tokens
61.37.119.101 I slot print_timing: id  3 | task 6769 |    graphs reused =       6879
61.37.120.243 I slot      release: id  3 | task 6769 | stop processing: n_tokens = 24750, truncated = 0
61.38.817.620 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
61.38.819.645 I slot launch_slot_: id  3 | task 7164 | processing task, is_child = 0
61.49.205.749 I slot print_timing: id  3 | task 7164 | n_decoded =    100, tg =  10.97 t/s, tg_3s =  10.97 t/s
61.52.246.454 I slot print_timing: id  3 | task 7164 | n_decoded =    133, tg =  10.94 t/s, tg_3s =  10.85 t/s
61.55.327.212 I slot print_timing: id  3 | task 7164 | n_decoded =    167, tg =  10.96 t/s, tg_3s =  11.04 t/s
61.58.414.038 I slot print_timing: id  3 | task 7164 | n_decoded =    201, tg =  10.97 t/s, tg_3s =  11.01 t/s
62.01.414.644 I slot print_timing: id  3 | task 7164 | n_decoded =    234, tg =  10.97 t/s, tg_3s =  11.00 t/s
62.04.456.081 I slot print_timing: id  3 | task 7164 | n_decoded =    267, tg =  10.96 t/s, tg_3s =  10.85 t/s
62.07.526.462 I slot print_timing: id  3 | task 7164 | n_decoded =    300, tg =  10.94 t/s, tg_3s =  10.75 t/s
62.10.024.514 I slot print_timing: id  3 | task 7164 | prompt eval time =    1272.64 ms /    62 tokens (   20.53 ms per token,    48.72 tokens per second)
62.10.024.528 I slot print_timing: id  3 | task 7164 |        eval time =   29932.02 ms /   327 tokens (   91.54 ms per token,    10.92 tokens per second)
62.10.024.529 I slot print_timing: id  3 | task 7164 |       total time =   31204.66 ms /   389 tokens
62.10.024.530 I slot print_timing: id  3 | task 7164 |    graphs reused =       7202
62.10.025.635 I slot      release: id  3 | task 7164 | stop processing: n_tokens = 25138, truncated = 0
62.11.212.128 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.986 (> 0.100 thold), f_keep = 1.000
62.11.214.188 I slot launch_slot_: id  3 | task 7494 | processing task, is_child = 0
62.17.328.706 I slot print_timing: id  3 | task 7494 | prompt processing, n_tokens =    346, progress = 1.00, t =   6.11 s / 56.59 tokens per second
62.26.547.049 I slot print_timing: id  3 | task 7494 | n_decoded =    100, tg =  11.02 t/s, tg_3s =  11.02 t/s
62.29.590.318 I slot print_timing: id  3 | task 7494 | n_decoded =    132, tg =  10.89 t/s, tg_3s =  10.52 t/s
62.32.634.272 I slot print_timing: id  3 | task 7494 | n_decoded =    164, tg =  10.82 t/s, tg_3s =  10.51 t/s
62.35.710.908 I slot print_timing: id  3 | task 7494 | n_decoded =    196, tg =  10.75 t/s, tg_3s =  10.40 t/s
62.38.746.767 I slot print_timing: id  3 | task 7494 | n_decoded =    228, tg =  10.72 t/s, tg_3s =  10.54 t/s
62.40.964.764 I slot print_timing: id  3 | task 7494 | prompt eval time =    6256.56 ms /   350 tokens (   17.88 ms per token,    55.94 tokens per second)
62.40.964.775 I slot print_timing: id  3 | task 7494 |        eval time =   23493.82 ms /   251 tokens (   93.60 ms per token,    10.68 tokens per second)
62.40.964.775 I slot print_timing: id  3 | task 7494 |       total time =   29750.38 ms /   601 tokens
62.40.964.776 I slot print_timing: id  3 | task 7494 |    graphs reused =       7450
62.40.965.903 I slot      release: id  3 | task 7494 | stop processing: n_tokens = 25738, truncated = 0
62.41.618.768 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.990 (> 0.100 thold), f_keep = 1.000
62.41.620.912 I slot launch_slot_: id  3 | task 7748 | processing task, is_child = 0
62.46.262.802 I slot print_timing: id  3 | task 7748 | prompt processing, n_tokens =    249, progress = 1.00, t =   4.64 s / 53.64 tokens per second
62.55.410.733 I slot print_timing: id  3 | task 7748 | n_decoded =    100, tg =  11.10 t/s, tg_3s =  11.10 t/s
62.58.499.297 I slot print_timing: id  3 | task 7748 | n_decoded =    134, tg =  11.07 t/s, tg_3s =  11.01 t/s
63.01.589.317 I slot print_timing: id  3 | task 7748 | n_decoded =    168, tg =  11.06 t/s, tg_3s =  11.00 t/s
63.04.672.422 I slot print_timing: id  3 | task 7748 | n_decoded =    202, tg =  11.05 t/s, tg_3s =  11.03 t/s
63.05.761.382 I slot print_timing: id  3 | task 7748 | prompt eval time =    4777.74 ms /   253 tokens (   18.88 ms per token,    52.95 tokens per second)
63.05.761.391 I slot print_timing: id  3 | task 7748 |        eval time =   19362.54 ms /   214 tokens (   90.48 ms per token,    11.05 tokens per second)
63.05.761.392 I slot print_timing: id  3 | task 7748 |       total time =   24140.27 ms /   467 tokens
63.05.761.392 I slot print_timing: id  3 | task 7748 |    graphs reused =       7661
63.05.762.518 I slot      release: id  3 | task 7748 | stop processing: n_tokens = 26204, truncated = 0
63.06.914.380 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.997 (> 0.100 thold), f_keep = 1.000
63.06.916.669 I slot launch_slot_: id  3 | task 7965 | processing task, is_child = 0
63.17.307.356 I slot print_timing: id  3 | task 7965 | n_decoded =    100, tg =  11.10 t/s, tg_3s =  11.10 t/s
63.20.318.221 I slot print_timing: id  3 | task 7965 | n_decoded =    133, tg =  11.07 t/s, tg_3s =  10.96 t/s
63.23.397.702 I slot print_timing: id  3 | task 7965 | n_decoded =    167, tg =  11.06 t/s, tg_3s =  11.04 t/s
63.25.395.794 I slot print_timing: id  3 | task 7965 | prompt eval time =    1382.79 ms /    66 tokens (   20.95 ms per token,    47.73 tokens per second)
63.25.395.802 I slot print_timing: id  3 | task 7965 |        eval time =   17096.14 ms /   189 tokens (   90.46 ms per token,    11.06 tokens per second)
63.25.395.803 I slot print_timing: id  3 | task 7965 |       total time =   18478.93 ms /   255 tokens
63.25.395.804 I slot print_timing: id  3 | task 7965 |    graphs reused =       7847
63.25.396.944 I slot      release: id  3 | task 7965 | stop processing: n_tokens = 26458, truncated = 0
63.25.976.291 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.996 (> 0.100 thold), f_keep = 1.000
63.25.978.393 I slot launch_slot_: id  3 | task 8157 | processing task, is_child = 0
63.37.030.618 I slot print_timing: id  3 | task 8157 | n_decoded =    100, tg =  11.08 t/s, tg_3s =  11.08 t/s
63.40.030.826 I slot print_timing: id  3 | task 8157 | n_decoded =    133, tg =  11.06 t/s, tg_3s =  11.00 t/s
63.43.037.752 I slot print_timing: id  3 | task 8157 | n_decoded =    166, tg =  11.04 t/s, tg_3s =  10.97 t/s
63.46.046.763 I slot print_timing: id  3 | task 8157 | n_decoded =    199, tg =  11.03 t/s, tg_3s =  10.97 t/s
63.49.136.854 I slot print_timing: id  3 | task 8157 | n_decoded =    233, tg =  11.02 t/s, tg_3s =  11.00 t/s
63.52.149.425 I slot print_timing: id  3 | task 8157 | n_decoded =    266, tg =  11.02 t/s, tg_3s =  10.95 t/s
63.55.238.356 I slot print_timing: id  3 | task 8157 | n_decoded =    300, tg =  11.01 t/s, tg_3s =  11.01 t/s
63.56.425.482 I slot print_timing: id  3 | task 8157 | prompt eval time =    2022.71 ms /   104 tokens (   19.45 ms per token,    51.42 tokens per second)
63.56.425.491 I slot print_timing: id  3 | task 8157 |        eval time =   28424.18 ms /   313 tokens (   90.81 ms per token,    11.01 tokens per second)
63.56.425.491 I slot print_timing: id  3 | task 8157 |       total time =   30446.88 ms /   417 tokens
63.56.425.492 I slot print_timing: id  3 | task 8157 |    graphs reused =       8157
63.56.426.659 I slot      release: id  3 | task 8157 | stop processing: n_tokens = 26874, truncated = 0
63.57.050.231 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
63.57.052.345 I slot launch_slot_: id  3 | task 8473 | processing task, is_child = 0
64.05.981.799 I slot print_timing: id  3 | task 8473 | prompt eval time =    1412.08 ms /    65 tokens (   21.72 ms per token,    46.03 tokens per second)
64.05.981.809 I slot print_timing: id  3 | task 8473 |        eval time =    7517.15 ms /    83 tokens (   90.57 ms per token,    11.04 tokens per second)
64.05.981.810 I slot print_timing: id  3 | task 8473 |       total time =    8929.22 ms /   148 tokens
64.05.981.811 I slot print_timing: id  3 | task 8473 |    graphs reused =       8238
64.05.982.981 I slot      release: id  3 | task 8473 | stop processing: n_tokens = 27021, truncated = 0
64.06.133.655 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.981 (> 0.100 thold), f_keep = 1.000
64.06.135.753 I slot launch_slot_: id  3 | task 8559 | processing task, is_child = 0
64.15.916.084 I slot print_timing: id  3 | task 8559 | prompt processing, n_tokens =    524, progress = 1.00, t =   9.78 s / 53.58 tokens per second
64.25.445.698 I slot print_timing: id  3 | task 8559 | n_decoded =    100, tg =  10.65 t/s, tg_3s =  10.65 t/s
64.28.476.106 I slot print_timing: id  3 | task 8559 | n_decoded =    132, tg =  10.63 t/s, tg_3s =  10.56 t/s
64.31.503.118 I slot print_timing: id  3 | task 8559 | n_decoded =    164, tg =  10.62 t/s, tg_3s =  10.57 t/s
64.34.546.252 I slot print_timing: id  3 | task 8559 | n_decoded =    196, tg =  10.60 t/s, tg_3s =  10.52 t/s
64.37.553.325 I slot print_timing: id  3 | task 8559 | n_decoded =    228, tg =  10.61 t/s, tg_3s =  10.64 t/s
64.40.579.398 I slot print_timing: id  3 | task 8559 | n_decoded =    260, tg =  10.60 t/s, tg_3s =  10.57 t/s
64.43.636.141 I slot print_timing: id  3 | task 8559 | n_decoded =    292, tg =  10.59 t/s, tg_3s =  10.47 t/s
64.46.714.551 I slot print_timing: id  3 | task 8559 | n_decoded =    324, tg =  10.57 t/s, tg_3s =  10.39 t/s
64.49.769.294 I slot print_timing: id  3 | task 8559 | n_decoded =    356, tg =  10.56 t/s, tg_3s =  10.48 t/s
64.52.078.443 I slot print_timing: id  3 | task 8559 | prompt eval time =    9921.40 ms /   528 tokens (   18.79 ms per token,    53.22 tokens per second)
64.52.078.450 I slot print_timing: id  3 | task 8559 |        eval time =   36021.09 ms /   380 tokens (   94.79 ms per token,    10.55 tokens per second)
64.52.078.451 I slot print_timing: id  3 | task 8559 |       total time =   45942.49 ms /   908 tokens
64.52.078.452 I slot print_timing: id  3 | task 8559 |    graphs reused =       8614
64.52.079.658 I slot      release: id  3 | task 8559 | stop processing: n_tokens = 27928, truncated = 0
64.54.056.534 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.995 (> 0.100 thold), f_keep = 1.000
64.54.058.543 I slot launch_slot_: id  3 | task 8943 | processing task, is_child = 0
65.06.160.968 I slot print_timing: id  3 | task 8943 | n_decoded =    100, tg =  10.65 t/s, tg_3s =  10.65 t/s
65.09.225.017 I slot print_timing: id  3 | task 8943 | n_decoded =    132, tg =  10.60 t/s, tg_3s =  10.44 t/s
65.12.287.162 I slot print_timing: id  3 | task 8943 | n_decoded =    164, tg =  10.57 t/s, tg_3s =  10.45 t/s
65.15.325.100 I slot print_timing: id  3 | task 8943 | n_decoded =    196, tg =  10.56 t/s, tg_3s =  10.53 t/s
65.18.376.999 I slot print_timing: id  3 | task 8943 | n_decoded =    228, tg =  10.55 t/s, tg_3s =  10.49 t/s
65.21.381.681 I slot print_timing: id  3 | task 8943 | n_decoded =    260, tg =  10.56 t/s, tg_3s =  10.65 t/s
65.24.385.516 I slot print_timing: id  3 | task 8943 | n_decoded =    292, tg =  10.57 t/s, tg_3s =  10.65 t/s
65.27.397.134 I slot print_timing: id  3 | task 8943 | n_decoded =    324, tg =  10.58 t/s, tg_3s =  10.63 t/s
65.30.400.836 I slot print_timing: id  3 | task 8943 | n_decoded =    356, tg =  10.59 t/s, tg_3s =  10.65 t/s
65.31.624.445 I slot print_timing: id  3 | task 8943 | prompt eval time =    2712.21 ms /   137 tokens (   19.80 ms per token,    50.51 tokens per second)
65.31.624.453 I slot print_timing: id  3 | task 8943 |        eval time =   34853.49 ms /   369 tokens (   94.45 ms per token,    10.59 tokens per second)
65.31.624.453 I slot print_timing: id  3 | task 8943 |       total time =   37565.70 ms /   506 tokens
65.31.624.455 I slot print_timing: id  3 | task 8943 |    graphs reused =       8979
65.31.625.828 I slot      release: id  3 | task 8943 | stop processing: n_tokens = 28433, truncated = 0
65.33.622.311 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.979 (> 0.100 thold), f_keep = 1.000
65.33.624.470 I slot launch_slot_: id  3 | task 9315 | processing task, is_child = 0
65.45.233.533 I slot print_timing: id  3 | task 9315 | prompt processing, n_tokens =    606, progress = 1.00, t =  11.61 s / 52.20 tokens per second
65.54.596.417 I slot print_timing: id  3 | task 9315 | n_decoded =    100, tg =  10.85 t/s, tg_3s =  10.85 t/s
65.57.672.442 I slot print_timing: id  3 | task 9315 | n_decoded =    133, tg =  10.82 t/s, tg_3s =  10.73 t/s
66.00.758.997 I slot print_timing: id  3 | task 9315 | n_decoded =    166, tg =  10.79 t/s, tg_3s =  10.69 t/s
66.03.835.300 I slot print_timing: id  3 | task 9315 | n_decoded =    199, tg =  10.78 t/s, tg_3s =  10.73 t/s
66.06.904.518 I slot print_timing: id  3 | task 9315 | n_decoded =    232, tg =  10.78 t/s, tg_3s =  10.75 t/s
66.09.984.515 I slot print_timing: id  3 | task 9315 | n_decoded =    265, tg =  10.77 t/s, tg_3s =  10.71 t/s
66.12.138.190 I slot print_timing: id  3 | task 9315 | prompt eval time =   11753.63 ms /   610 tokens (   19.27 ms per token,    51.90 tokens per second)
66.12.138.198 I slot print_timing: id  3 | task 9315 |        eval time =   26759.88 ms /   288 tokens (   92.92 ms per token,    10.76 tokens per second)
66.12.138.199 I slot print_timing: id  3 | task 9315 |       total time =   38513.51 ms /   898 tokens
66.12.138.200 I slot print_timing: id  3 | task 9315 |    graphs reused =       9264
66.12.139.422 I slot      release: id  3 | task 9315 | stop processing: n_tokens = 29330, truncated = 0
66.14.018.569 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.957 (> 0.100 thold), f_keep = 1.000
